股票编号,上市年限,所属行业,所属概念板块
2218,18,批发和零售业,融资融券标的;员工持股;抗核辐射;超涨;行业龙头;MSCI大盘;标普道琼斯概念;一线龙头;融资融券;国家队;医疗改革
2219,21,制造业,标普道琼斯概念;股票质押;医疗改革;抗癌;医保概念;独家药
2220,1,制造业,MSCI中盘;国产化创新;肺炎概念;生物疫苗;可转债;创新药;珠三角;超涨;基金增仓
2221,3,制造业,股票质押;可转债;预增
2222,14,制造业,超高清视频;科技龙头;OLED;大消费;大盘蓝筹;云计算;国家队;液晶显示;品牌龙头;超涨;举牌;融资融券;新型显示技术;证金概念;融资融券标的;珠三角;显示面板;参股宁德时代;行业龙头;手机产业;太赫兹;智能电视;5G应用;智能家居;标普道琼斯概念;消费电子产业;护城河
2223,27,制造业,举牌;股票质押;超涨;医保概念;最小市值
2224,16,制造业,珠三角;基金重仓(季调);特斯拉;宁德时代产业链;充电桩;可转债;无人驾驶;行业龙头;锂电池;苹果;融资融券标的;标普道琼斯概念;智能电网;护城河;融资融券
2225,3,制造业,并购阶段(需定增);超涨;大数据;工业4.0;员工持股
2226,8,制造业,人工智能;网络安全;国家队;股票质押;安防监控;超涨;智能电网
2227,7,制造业,稀土永磁;预增;国家队;新能源汽车
2228,14,电力、热力、燃气及水生产和供应业,精准扶贫;地方国企;成渝特区
2229,2,制造业,并购阶段(需定增);射频及天线;基站;预增;超涨
2230,20,制造业,融资融券标的;预增;抗癌;融资融券;流感;医保概念;成渝特区
2231,18,制造业,大央企重组;标普道琼斯概念;融资融券;中字头;浦东新区;央企;国家队;融资融券标的;MSCI中盘
2232,23,制造业,中朝经济特区;融资融券;涉矿;国家队;东北振兴;体育;融资融券标的;参股金融;标普道琼斯概念;水泥;长吉图板块;地方国企;抗癌
2233,18,制造业,央企;医疗改革;流感;标普道琼斯概念;抗癌;白马股;MSCI大盘;国家队;预增;融资融券;二线龙头;融资融券标的;护城河;珠三角;医保概念
2234,3,制造业,知识产权;安防监控;股票质押;国家队
2235,4,制造业,国家队;黄金珠宝
2236,21,制造业,国家队;MSCI大盘;中字头;证金概念;通用航空;大央企重组;基金重仓(季调);十大军工集团;融资融券;高端装备制造;预增;央企;大飞机;行业龙头;标普道琼斯概念;融资融券标的;军民融合;航母
2237,19,制造业,中国一汽概念;国资改革;超涨;股权转让;国企混改;大盘蓝筹;央企
2238,21,制造业,预减;低价小市值;地方国企
2239,6,文化、体育和娱乐业,股票质押;文化传媒概念;影视;IP流量变现;超涨;员工持股
2240,23,制造业,西藏振兴;大盘蓝筹;调味品;国家队;出口型企业;融资融券标的;融资融券;员工持股
2241,9,制造业,光伏;蓝宝石;重组;最小市值;新能源;异质结电池(HIT);国家队
2242,1,制造业,次新股;高送转概念
2243,6,文化、体育和娱乐业,股票质押;IP流量变现;影视;文化传媒概念;体育;国家队
2244,21,制造业,反关税;地方国企;预减;猪产业;最小市值
2245,14,制造业,
2246,1,制造业,次新股;预增
2247,7,制造业,基金重仓(季调);超涨;标普道琼斯概念;员工持股;无人驾驶;吉利概念;车联网
2248,21,制造业,大盘蓝筹;高送转概念;标普道琼斯概念
2249,21,批发和零售业,地方国企
2250,3,金融业,证金概念;国家队;融资融券标的;MSCI大盘;基金重仓(季调);融资融券;含H股的A股;预增;标普道琼斯概念;沪伦通
2251,22,制造业,员工持股;ST概念;ST;地方国企;新型煤化工;低价小市值;甲醇;小盘成长;预减
2252,9,制造业,国家队;轨道交通;高铁
2253,8,信息传输、软件和信息技术服务业,移动互联网入口;CDR概念;电子竞技;5G应用;腾讯概念;超涨;融资融券;网络游戏;数字中国;IP流量变现;虚拟现实;融资融券标的;预减;网红经济
2254,3,交通运输、仓储和邮政业,融资融券;MSCI大盘;预增;国家队;标普道琼斯概念;融资融券标的
2255,25,批发和零售业,国企混改;上海自贸区;融资融券;预增;融资融券标的;地方国企;标普道琼斯概念;上海国资改革;浦东新区
2256,1,制造业,次新股;近端次新股;预减
2257,8,制造业,电动物流车;充电桩;智能电视;军民融合;新能源汽车;三网融合;国家队;标普道琼斯概念
2258,19,制造业,预增;污水处理;央企
2259,12,交通运输、仓储和邮政业,预增;融资融券标的;含H股的A股;融资融券;MSCI大盘;珠三角;国企混改;标普道琼斯概念;国家队
2260,17,制造业,出口型企业;锂电池;小金属;地方国企;预增
2261,2,建筑业,装饰园林;高送转概念
2262,4,制造业,高送转概念;并购阶段(需定增)
2263,1,制造业,超涨
2264,8,批发和零售业,医疗器械;医疗改革;医药电商;国家队;标普道琼斯概念
2265,19,制造业,标普道琼斯概念;含H股的A股;基金重仓(季调);白马股;珠三角;国家队;地方国企;融资融券标的;融资融券
2266,16,交通运输、仓储和邮政业,最小市值;地方国企
2267,1,制造业,封板新股;预增;次新股
2268,1,制造业,次新股
2269,1,制造业,标普道琼斯概念;超涨;预减;高送转概念;次新股
2270,16,制造业,煤矿智能;融资融券;养老金概念;基金重仓(季调);预增;大央企重组;央企;行业龙头;标普道琼斯概念;国家队;MSCI中盘;融资融券标的
2271,22,信息传输、软件和信息技术服务业,员工持股;大豆;网络安全;高校;云计算;东北振兴;乳业
2272,21,文化、体育和娱乐业,文化传媒概念;融资融券;浦东新区;三网融合;国家队;融资融券标的;影视
2273,23,制造业,核电;融资融券;央企;火电;成渝特区;含H股的A股;国家队;新能源;并购阶段(需定增);标普道琼斯概念;风力发电;融资融券标的;大央企重组
2274,8,制造业,股票质押;二胎政策;人工智能;3D打印
2275,22,批发和零售业,金融改革;跨境电商;地方国企
2276,15,交通运输、仓储和邮政业,标普道琼斯概念;融资融券;地方国企;融资融券标的;大盘蓝筹;预增;民营银行;含H股的A股
2277,3,制造业,预增;标普道琼斯概念;护城河
2278,25,制造业,标普道琼斯概念;一线龙头;无人驾驶;融资融券;超涨;基金重仓(季调);国家队;行业龙头;机器视觉;融资融券标的;特斯拉;车联网;机器人;消费电子产业;国产化创新;5G应用;大盘蓝筹;工业4.0;MSCI中盘
2279,26,制造业,融资融券;标普道琼斯概念;大消费;融资融券标的;上海国资改革;长三角;上海本地重组;地方国企;行业龙头;预增;黄金珠宝;二线龙头;护城河;含B股的A股
2280,15,批发和零售业,国家队;超涨;预增;地方国企
2281,1,制造业,预减;次新股
2282,25,批发和零售业,地方国企;东北振兴;长吉图板块;举牌
2283,8,制造业,物联网;传感器;国家队;出口型企业;十大军工集团;国产化创新;央企;5G应用
2284,1,制造业,次新股;近端次新股
2285,1,制造业,次新股;小盘绩优
2286,2,制造业,并购阶段(需定增);高送转概念;机器人;超涨;军民融合
2287,8,制造业,融资融券;芯片国产化;网络安全;集成电路;移动支付;智能IC卡;超涨;半导体产业;国产软硬件;融资融券标的;物联网;金融科技
2288,2,制造业,高送转;含可转债;可转债;水利水电建设;超涨;出口型企业;高送转概念
2289,8,制造业,超涨;预增;车联网;汽车后市场
2290,2,建筑业,高送转概念;含可转债;预增;可转债;装饰园林
2291,8,制造业,机器人;国家队
2292,18,制造业,二线龙头;地方国企;融资融券标的;行业龙头;标普道琼斯概念;调味品;出口型企业;基金重仓(季调);融资融券;制造业单项冠军企业;大消费;白马股;国家队;MSCI中盘
2293,3,制造业,基因检测;医疗器械;肺炎概念;生物疫苗
2294,1,制造业,含H股的A股;标普道琼斯概念;近端次新股;次新股
2295,19,制造业,预减;外资并购;合资企业;东北振兴;未股改;正在进行股改板块
2296,6,制造业,股票质押;国家队;员工持股;互联网营销;4G;文化传媒概念;移动互联网;超涨
2297,17,制造业,预减
2298,1,制造业,可转债;超涨;次新股;特斯拉;标普道琼斯概念
2299,19,建筑业,融资融券;预增;东北振兴;标普道琼斯概念;超涨;央企;债转股;一带一路;融资融券标的;高送转概念;中字头;长吉图板块;中朝经济特区;医废处理
2300,1,批发和零售业,次新股
2301,8,制造业,网红经济;股票质押;人民币贬值;特色小镇
2302,19,制造业,标普道琼斯概念;融资融券;创投;预减;融资融券标的;超涨
2303,3,科学研究和技术服务业,新型煤化工;国家队
2304,1,制造业,半导体产业;芯片国产化;超涨;含可转债;国产化创新
2305,1,租赁和商务服务业,预减;IP流量变现;互联网营销;移动互联网
2306,8,制造业,行业龙头;网络规划建设;军民融合;科技龙头;融资融券;网络优化;基金重仓(季调);物联网;基金增仓;卫星导航;航母;标普道琼斯概念;地方国企;融资融券标的;珠三角;员工持股;广东省国资;5G应用;虚拟现实;超涨
2307,1,制造业,近端次新股;次新股
2308,2,制造业,标普道琼斯概念;高送转概念
2309,24,租赁和商务服务业,金融改革;出口型企业;预减;融资融券;融资融券标的;超涨
2310,8,制造业,机器人;员工持股;工业4.0;智能电网
2311,3,电力、热力、燃气及水生产和供应业,融资融券;证金概念;沪伦通;融资融券标的;核电;含可转债;行业龙头;煤电重组;标普道琼斯概念;MSCI大盘;中字头;可转债;国家队;护城河;大盘蓝筹
2312,7,制造业,浦东新区;标普道琼斯概念;预增;调味品;超涨
2313,20,制造业,央企;预减;国家队;标普道琼斯概念;小金属;稀土永磁;稀土
2314,22,交通运输、仓储和邮政业,天津自贸区;融资融券;地方国企;融资融券标的;预增;天津市国资;雄安新区;一带一路;国家队;MSCI中盘;标普道琼斯概念;原油储运
2315,15,制造业,重组;央企;预增;并购阶段(需定增)
2316,22,房地产业,借壳上市;*ST;成渝特区;未进行股改板块;地方国企;ST概念
2317,22,建筑业,举牌;地方国企;预增;重组
2318,8,建筑业,雄安新区;国家队;员工持股;装饰园林;建筑节能
2319,7,制造业,员工持股;融资融券标的;超涨;融资融券;标普道琼斯概念
2320,24,房地产业,含B股的A股;科技园区;上海本地重组;上海国资改革;地方国企;上海自贸区;特斯拉
2321,6,制造业,打板;固废处理;合资企业;融资融券;垃圾分类;员工持股;预减;融资融券标的
2322,3,批发和零售业,基金重仓(季调);标普道琼斯概念
2323,8,信息传输、软件和信息技术服务业,文化传媒概念;高送转概念;股票质押;互联网营销;影视;网络游戏;标普道琼斯概念;中小创蓝筹
2324,19,制造业,举牌;京津冀一体化;标普道琼斯概念;雄安新区;地方国企
2325,9,租赁和商务服务业,可燃冰;国家队
2326,7,制造业,融资融券标的;风力发电;融资融券;低价小市值
2327,18,房地产业,超涨;新型城镇化;预增;雄安新区;京津冀一体化
2328,11,房地产业,
2329,17,制造业,一带一路;预减;标普道琼斯概念;证金概念;行业龙头;可转债;MSCI大盘;地方国企;国家队;QFII重仓;融资融券标的;融资融券
2330,3,水利、环境和公共设施管理业,智能交通;小盘成长
2331,24,制造业,预增
2332,7,制造业,汽车后市场;汽车胎压监测
2333,22,批发和零售业,重组;ST概念;出口型企业;ST;央企;大盘蓝筹
2334,25,制造业,互联网金融;重组;装饰园林;成渝特区
2335,16,制造业,制造业单项冠军企业;重组
2336,1,制造业,预增;打板;次新股;标普道琼斯概念;近端次新股
2337,7,制造业,国家队;二胎政策;员工持股;乳业
2338,1,文化、体育和娱乐业,知识产权;次新股
2339,8,制造业,出口型企业;无人机;重组;标普道琼斯概念;国家队;股票质押;员工持股
2340,3,文化、体育和娱乐业,重组;IP流量变现;文化传媒概念;护城河;大消费;预减;标普道琼斯概念;影视;大盘蓝筹
2341,20,制造业,预增;MSCI中盘;标普道琼斯概念;融资融券标的;地方国企;基金减持;国家队;融资融券;白酒;猪产业
2342,7,制造业,超涨;低价小市值;国家队;物联网;车联网;预增
2343,2,制造业,含可转债;新能源汽车;预减;并购阶段(需定增)
2344,26,制造业,地方国企;国家队;氟化工;上海国资改革;含B股的A股
2345,12,制造业,智能电网;参股金融;智慧停车
2346,24,房地产业,K-12教育;预增;标普道琼斯概念;融资融券标的;国家队;融资融券;大盘蓝筹;护城河;合资企业
2347,7,批发和零售业,融资融券;智慧农业;超涨;土地流转;融资融券标的
2348,7,信息传输、软件和信息技术服务业,云计算;人工智能;网络安全;国家队;征信;预增;大数据;知识产权;超涨;5G应用
2349,20,租赁和商务服务业,标普道琼斯概念;网红经济;阿里巴巴概念;新零售;预减
2350,6,制造业,稀土永磁;并购阶段(需定增);宁德时代产业链;新材料;国家队;锂电池;锂电正极;超涨;举牌;绿色节能照明;预减
